NO_ID_PRO,TITRE_PRODUCTION,REALISATEUR,ANNEE_PROD,PERIODE_DE,PERIODE_AU,NB_JOURTOURNAGEMONTREAL,NB_JOURTOURNAGEVIEUXMONTREAL,NOM_TYPEPRODUCTION,NOM_PROVENANCE,NO_TYPEPRODUCTION,NO_PROVENANCE
20277,DIVERS,,2013,2013-05-08,2013-12-31,0,0,Photographie,À déterminer,18,1
20278,TOAST,Nick Seaton,2013,2013-05-06,2013-05-09,4,2,Photographie,Coproduction,18,8
20279,Human To Hero,a/d,2013,2013-05-08,2013-05-08,1,0,Télévision générale,Etrangère,14,7
20280,DIVERS,,2013,2013-05-08,2013-12-31,0,0,Photographie,Canadienne,18,6
20281,course inq,JULIEN FAUGÈRE,2013,2013-05-08,2013-05-08,1,0,Photographie,Canadienne,18,6
20282,On n'a pas blanchi le blues,Antoine Masson McLean,2013,2013-05-10,2013-05-11,2,2,Film étudiant,Canadienne,19,6
20283,La théorie du Dr Jack,Cédric Landry,2013,2013-05-09,2013-05-12,4,0,Film étudiant,À déterminer,19,1
20284,L'Ecole Avec Un Grand E,Hélène Choquette,2013,2013-05-04,2013-08-26,15,0,Documentaire,Canadienne,22,6
20285,JONATHAN PAINCHAUD - OH NON!,MYRIAM RIVARD,2013,2013-05-13,2013-05-17,3,0,Vidéo,Canadienne,17,6
20286,Moment sacré pour improviser,Feven Ghebremariam,2013,2013-05-15,2013-05-16,2,0,Film étudiant,Canadienne,19,6
20287,Le Kraken,Jean-Marc Séguin,2013,2013-05-11,2013-05-11,0,0,Vidéo,Canadienne,17,6
20288,Le Kraken,Jean-Marc Séguin,2013,2013-05-11,2013-05-11,1,0,Vidéo,Canadienne,17,6
20289,Mohawk Girls,Tracey Deer,2013,2013-04-24,2013-05-31,4,0,Série télévisée,Canadienne,13,6
20290,Campagne Grand Montréal-Desjardins,Raphaël Ouellet,2013,2013-05-13,2013-05-13,1,0,Photographie,Canadienne,18,6
20291,RAPIDO ATMO,JULIEN FAUGÈRE,2013,2013-05-14,2013-05-15,2,0,Photographie,Canadienne,18,6
20292,Blues Delight - Working on it,Romain Clark,2013,2013-05-10,2013-05-12,0,0,Vidéo,Canadienne,17,6
20293,Blues Delight - Working on it,Romain Clark,2013,2013-05-10,2013-05-12,3,0,Vidéo,À déterminer,17,1
20294,La Marraine,Alain Desrochers,2013,2013-05-21,2013-07-06,32,0,Série télévisée,Canadienne,13,6
20295,DESIGN VIP 3,Félix A. Peltier et Sébastien Chabot,2013,2013-05-13,2014-02-06,0,0,Télévision générale,Canadienne,14,6
20297,Autopromotions Astral Média et autres,Divers,2013,2013-05-29,2013-06-07,0,0,Télévision générale,Canadienne,14,6
20298,Estelle,Louis Choquette,2013,2013-05-18,2013-07-10,30,0,Télévision générale,Canadienne,14,6
20299,Vidéoclips,divers,2013,2013-05-14,2013-12-31,0,0,Vidéo,Canadienne,17,6
20300,Breastfeeders,Erik Cirron,2013,2013-05-14,2013-05-14,1,0,Vidéo,Canadienne,17,6
20301,SEPAQ,Francis Leclerc,2013,2013-05-15,2013-05-15,1,0,Message publicitaire,Canadienne,15,6
20302,LA CRÈME,Olivier Staub,2013,2013-05-15,2013-05-16,2,0,Message publicitaire,Canadienne,15,6
20303,Penningtons - Reitmans,,2013,2013-05-17,2013-05-18,2,2,Photographie,Canadienne,18,6
20304,Fondation Hôpital Ste-Justine,François Girard,2013,2013-05-17,2013-05-17,1,0,Message publicitaire,Canadienne,15,6
20305,Capsules Fictions et VTR Galas JPR,Pascal L'Heureux et Maxime Théorêt,2013,2013-05-24,2013-06-28,15,0,Télévision générale,Canadienne,14,6
20306,UNE PILULE UNE PETITE GRANULE 10,CLAUDE FAFARD,2013,2013-05-01,2013-12-31,100,0,Télévision générale,Canadienne,14,6
20307,EXPOSITION GRACE KELLY DU MUSÉE McCORD,N/D,2013,2013-06-04,2013-06-06,1,0,Multimédia,Canadienne,20,6
20308,Dublin's Pub,Sanchez Brothers,2013,2013-05-21,2013-05-21,1,0,Message publicitaire,Canadienne,15,6
20309,AUTOMNE,Julien Faugère,2013,2013-05-17,2013-05-24,8,0,Photographie,Canadienne,18,6
20311,Les Francs Tireurs,,2013,2013-05-21,2014-03-30,50,0,Télévision générale,Canadienne,14,6
20313,BODY LANGUAGE,Chantal Limoges,2013,2013-05-27,2013-06-14,7,0,Télévision générale,Canadienne,14,6
20314,Les Jeunes Loups,"Éric Canuel, Jean-Claude Lord",2013,2013-05-27,2013-09-16,64,0,Série télévisée,Canadienne,13,6
20315,Canal Lachine,Alejandro Figueroa,2013,2013-05-24,2013-05-27,3,0,Court métrage,Canadienne,16,6
20316,La Portée des Mots,Jean-François Martel,2013,2013-05-28,2013-05-29,2,0,Télévision générale,À déterminer,14,1
20317,Culture Vélo,Martin Brulé,2013,2013-05-08,2013-08-11,3,0,Télévision générale,Canadienne,14,6
20318,Bell,Marie-Julie D'Allaire,2013,2013-05-24,2013-05-24,1,0,Message publicitaire,Canadienne,15,6
20319,Ale Dee,Asmir Pervaric,2013,2013-05-25,2013-05-25,1,0,Vidéo,Canadienne,17,6
20320,Divers pub,différent,2013,2013-05-31,2013-12-31,0,0,Message publicitaire,Canadienne,15,6
20321,Geloso,Charles Sama,2013,2013-06-03,2013-06-03,1,0,Message publicitaire,Canadienne,15,6
20322,Simone,Pierre Faucher,2013,2013-06-08,2013-06-09,2,0,Court métrage,Canadienne,16,6
20323,Photographies DIVERS,Divers,2013,2013-05-23,2013-12-31,0,0,Photographie,Canadienne,18,6
20324,Yellow,,2013,2013-05-27,2013-05-29,2,0,Photographie,Canadienne,18,6
20326,Canada AM,,2013,2013-05-29,2013-06-07,1,1,Télévision générale,Canadienne,14,6
20327,Autour de la Montagne,Paul Carvalho,2013,2013-07-25,2014-02-27,20,0,Documentaire,Canadienne,22,6
20328,LOTO-QUÉBEC - LOTERIES EN LIGNE,Guillaume de Fontenay,2013,2013-06-03,2013-06-04,1,0,Message publicitaire,Canadienne,15,6
20329,Centraide,Shayne Laverdière,2013,2013-06-03,2013-06-04,1,0,Message publicitaire,Canadienne,15,6
20330,Anne-Marie,Gab Germano,2013,2013-05-31,2013-05-31,1,0,Court métrage,Canadienne,16,6
20331,"Xavier, Mireille et la tournure des choses",Éléonore Létourneau,2013,2013-05-31,2013-06-03,4,0,Court métrage,Canadienne,16,6
20332,Destinées 7,"Myriam Bouchard, Paul Carrière, Richard Lalumière",2013,2013-07-04,2014-01-30,39,0,Télévision générale,Canadienne,14,6
20333,Photographies,divers,2013,2013-05-29,2013-12-31,0,0,Photographie,Canadienne,18,6
20334,JFK Smoking Gun,Malcolm McDonald,2013,2013-05-30,2013-06-20,16,0,Documentaire,Coproduction,22,8
20335,Brochure Automne 2013,Julien Fougère,2013,2013-05-30,2013-05-31,1,0,Photographie,Canadienne,18,6
20336,AUTOPROMOTION / PUBLICITÉ,DIVERS,2013,2013-05-29,2013-12-31,0,0,Message publicitaire,Canadienne,15,6
20337,VOLKSWAGEN,a/d,2013,2013-05-31,2013-05-31,1,0,Message publicitaire,Canadienne,15,6
20338,Les Sioui Bacon 2,Jeff Proteau,2013,2013-07-02,2013-07-30,18,0,Télévision générale,Canadienne,14,6
20340,Fatal Vows 2,plusieurs,2013,2013-06-01,2013-12-11,48,0,Télévision générale,Canadienne,14,6
20341,Deux Nuits,Denys Arcand,2013,2012-09-27,2013-07-19,5,0,Long métrage,Canadienne,11,6
20342,Fondation Les Petits Trésors,N. Frausolet,2013,2013-06-15,2013-06-15,1,0,Message publicitaire,Canadienne,15,6
20343,Furie,Émile Gaudreault,2013,2013-06-05,2013-07-30,19,0,Long métrage,Canadienne,11,6
20344,PHOTOGRAPHIE,Divers,2013,2013-05-30,2013-12-31,0,0,Photographie,Canadienne,18,6
20345,RW & CO Fall 2013,Leda & St-Jacques,2013,2013-06-09,2013-06-09,1,0,Photographie,Canadienne,18,6
20346,Loto 6/49,Nicolas Monette,2013,2013-06-11,2013-06-13,3,0,Message publicitaire,Canadienne,15,6
20347,Divers photos,divers,2013,2013-06-04,2013-12-31,0,0,Photographie,Canadienne,18,6
20348,Meubles Re-No,Anouk Lessard,2013,2013-06-04,2013-06-04,1,0,Photographie,Canadienne,18,6
20349,La Reine du Shopping,Evelyne Morin-Uhl,2013,2013-06-03,2013-10-29,40,0,Télévision générale,Canadienne,14,6
20350,Les Gars des Vues,Pierre-Luc Gosselin,2013,2013-06-03,2013-10-04,45,0,Télévision générale,Canadienne,14,6
20351,Divers photos,a/d,2013,2013-06-05,2013-12-31,0,0,Photographie,Canadienne,18,6
20352,Aboriginal Writing and Arts Challenge,Gerard Yunker,2013,2013-06-06,2013-06-07,12,0,Photographie,Canadienne,18,6
20353,Vox-Pop,Nathalie Cornellier,2013,2013-06-05,2013-06-28,0,0,Télévision générale,Canadienne,14,6
20354,Vidéoclip,Aldric Ntsandi-Akendengue,2013,2013-06-19,2013-06-19,0,0,Vidéo,Canadienne,17,6
20355,La Pensée de l'Homme Seul,Aldric Ntsandi-Akendengue,2013,2013-06-19,2013-06-19,2,0,Vidéo,Canadienne,17,6
20356,Prière de ne pas envoyer de fleurs III,Charles Martel,2013,2013-06-10,2014-02-01,20,0,Télévision générale,Canadienne,14,6
20357,Génération Inc.,François Méthé et Catherine Therrien,2013,2013-06-12,2013-11-01,10,0,Télévision générale,Canadienne,14,6
20358,Toyota,Yves Gagné,2013,2013-06-07,2013-06-07,1,0,Message publicitaire,Canadienne,15,6
20359,Mon Ami Max,Eliott Talec,2013,2013-06-06,2013-06-15,4,0,Court métrage,Canadienne,16,6
20360,Juste pour Aider,"Marie-Pascalle Laurencelle, Pascal Barriault",2013,2013-04-22,2013-07-21,6,0,Télévision générale,Canadienne,14,6
20361,Parcomètre Blues II,Mathieu Baer,2013,2013-06-18,2013-09-20,38,0,Télévision générale,Canadienne,14,6
20362,Conférence de presse Vision Mondiale,a/d,2013,2013-06-11,2013-06-11,0,0,Evénement média,Canadienne,26,6
20363,Séances,Guy Maddin,2013,2013-06-17,2013-07-23,13,0,Court métrage,Canadienne,16,6
20364,Une courte histoire de la folie,Isabelle Hayeur,2013,2013-06-19,2013-06-21,3,0,Court métrage,Canadienne,16,6
20365,Lonely people,Francesco Giannini,2013,2013-06-14,2013-06-14,1,0,Court métrage,Canadienne,16,6
20366,Roue de fortune chez vous 2013,Ève Meilleur,2013,2013-06-21,2013-12-31,62,0,Télévision générale,Canadienne,14,6
20367,Directeur Général des Élections,Nicolas Bolduc,2013,2013-06-12,2013-06-13,2,0,Message publicitaire,Canadienne,15,6
20368,Divers promotions,a/d,2013,2013-06-12,2013-06-13,1,0,Multimédia,Canadienne,20,6
20370,"Publicité Coke ""On vous donne du bonheur""",Jean-René Parenteau,2013,2013-06-14,2013-06-14,1,0,Photographie,Canadienne,18,6
20371,Kijiji,Emmanuel Hoss-Desmarais,2013,2013-07-12,2013-07-12,2,0,Message publicitaire,Canadienne,15,6
20372,Couleurs d'ici,Émilie Gauthier,2013,2013-06-27,2013-06-27,1,0,Documentaire,Canadienne,22,6
20373,Cotonelle - Fresh Care,M. Grondin,2013,2013-06-14,2013-06-15,2,0,Message publicitaire,Canadienne,15,6
20374,House of Versace,Sara Sugarman,2013,2013-06-19,2013-07-17,20,0,Téléfilm,Etrangère,12,7
20375,UNITÉ 9 - SAISON 2,Jean-Philippe Duval,2013,2013-06-16,2013-11-30,72,0,Série télévisée,Canadienne,13,6
20376,Nuance,Katherine Macnaughton,2013,2013-06-19,2013-06-20,1,0,Multimédia,Canadienne,20,6
20377,GÉNIAL! IV,Frédéric Nassif,2013,2013-05-23,2013-12-13,11,0,Télévision générale,Canadienne,14,6
20378,CATALOGUE INTERSPORT,Julien Faugère,2013,2013-09-04,2013-09-04,1,0,Photographie,Canadienne,18,6
20379,FUSION ÉTÉ,Olivier samson-Arcand,2013,2013-09-25,2013-09-25,0,1,Photographie,Canadienne,18,6
20380,UN SOUPER PRESQUE PARFAIT 4,,2013,2013-06-17,2013-10-04,0,70,Télévision générale,Canadienne,14,6
20381,À la distasio  XII,M.Éthier-Boutet et Patricia Beaulieu,2013,2013-06-24,2013-11-09,10,0,Télévision générale,Canadienne,14,6
20382,LOL - SAISON 4,PIERRE PAQUIN ET FRANÇOIS ST-AMAND,2013,2013-07-02,2013-11-30,30,0,Télévision générale,Canadienne,14,6
20384,Butler,Martin Girard,2013,2013-07-02,2013-07-02,1,0,Photographie,Canadienne,18,6
20385,Guy Corneau: du cancer à la paternité,Marie-Julie Parent,2013,2013-05-15,2013-07-15,15,0,Documentaire,Canadienne,22,6
20386,La Chasse aux Camions,a/d,2013,2016-06-25,2013-07-10,8,0,Télévision générale,Canadienne,14,6
20387,Pas,,2013,2013-06-22,2013-06-23,2,0,Court métrage,Canadienne,16,6
20389,Fido,Maxime Giroulx,2013,2013-07-08,2013-07-08,1,0,Message publicitaire,Canadienne,15,6
20390,Légitime Dépense 5,Simon Lamontagne,2013,2013-06-01,2013-11-30,40,0,Télévision générale,Canadienne,14,6
20391,BOTTES ROYER,YAN GIROUX,2013,2013-06-27,2013-06-27,1,0,Message publicitaire,Canadienne,15,6
20392,CARGO CULTE,MATHIEU CYR,2013,2013-07-02,2013-07-02,1,0,Vidéo,Canadienne,17,6
20393,Raising an Olympian,Simon Edouard Pilon,2013,2013-06-28,2013-06-28,1,0,Multimédia,Canadienne,20,6
20394,Guide du Parfait Festivalier,Janie Gaumond-Brunet,2013,2013-06-27,2013-06-27,1,0,Multimédia,Canadienne,20,6
20395,ALMOND FRESH,ALEXIS DURAND-BRAULT,2013,2013-07-03,2013-07-03,1,0,Message publicitaire,Canadienne,15,6
20396,Un air de famille - saison II,Jean-François Fontaine et Manon Brisebois,2013,2013-07-05,2013-12-19,0,13,Télévision générale,Canadienne,14,6
20397,Photoroman,"Émilie Mannering, Chélanie Beaudin-Quintin",2013,2013-06-29,2013-07-07,0,0,Photographie,Canadienne,18,6
20398,Photoroman,"Émilie Mannering, Chélanie Beaudin-Quintin",2013,2013-06-29,2013-07-07,2,0,Photographie,Canadienne,18,6
20399,Cauet Fait Le Tour,Pierre Jolivet,2013,2013-07-01,2013-07-04,3,0,Télévision générale,Etrangère,14,7
20400,SIMONS,,2013,2013-07-02,2013-07-03,2,0,Photographie,Canadienne,18,6
20401,Divers photos,Alain Desjean,2013,2013-07-03,2013-12-31,0,0,Photographie,Canadienne,18,6
20402,Femme Urbaine,Alain Desjean,2013,2013-07-03,2013-07-04,1,0,Photographie,Canadienne,18,6
20403,Montréal Trust,Nico Stinghe,2013,2013-07-08,2013-07-09,0,1,Photographie,Canadienne,18,6
20405,Divers pubs,différent,2013,2013-07-09,2013-12-31,0,0,Message publicitaire,Canadienne,15,6
20406,Histoires Oubliées du Vieux-Montréal,Ewedo Denaive,2013,2013-07-04,2013-07-04,0,1,Court métrage,Canadienne,16,6
20407,PILOTE pour série Boïng,,2013,2013-07-06,2013-07-08,2,0,Télévision générale,Canadienne,14,6
20408,Kijiji,Bruno Florin,2013,2013-07-05,2013-07-05,1,0,Message publicitaire,Canadienne,15,6
20409,Les Nouveaux Explorateurs,Alexandra Leroux,2013,2013-07-12,2013-07-31,10,0,Télévision générale,Etrangère,14,7
20410,Lise Watier - Something Sweet,Shayne Laverdière,2013,2013-07-11,2013-07-11,1,0,Message publicitaire,Canadienne,15,6
20411,Fido,Olivier Ménard,2013,2013-07-09,2013-07-09,1,0,Message publicitaire,Canadienne,15,6
20412,Les Appendices série 6,Les Appendices,2013,2013-05-29,2013-10-04,15,0,Télévision générale,Canadienne,14,6
20413,Tu Dors Nicole,Stéphane Lafleur,2013,2013-06-15,2013-08-22,3,25,Long métrage,Canadienne,11,6
20414,Photographies,Adrian Kestenband,2013,2013-07-09,2013-07-10,0,0,Photographie,Canadienne,18,6
20415,Eddy K Bridal,Adrian Kestenband,2013,2013-07-09,2013-07-10,1,0,Photographie,Canadienne,18,6
20417,Marie-Mai,Benjamin Lussier,2013,2013-07-14,2013-07-16,1,0,Vidéo,Canadienne,17,6
20418,Photographies,,2013,2013-07-11,2013-07-11,1,0,Photographie,Canadienne,18,6
20419,The DNA of GSP,"Peter Svatek, Christian Manchester",2013,2013-07-11,2013-07-11,1,0,Photographie,Canadienne,18,6
20420,Les beaux malaises,Francis Leclerc,2013,2013-07-17,2013-10-04,25,0,Télévision générale,Canadienne,14,6
20421,Home depot,Jean-François Asselin,2013,2013-07-22,2013-07-26,1,0,Message publicitaire,Canadienne,15,6
20422,OÏKOS,Mathieu Baen,2013,2013-07-15,2013-07-15,1,0,Message publicitaire,Canadienne,15,6
20423,Divers photos,a/d,2013,2013-07-11,2013-12-31,0,0,Photographie,Canadienne,18,6
20424,Terrasses Jardins Rona 2014,a/d,2013,2013-07-11,2013-07-11,1,1,Photographie,Canadienne,18,6
20426,The Montreal Experience,André St-Pierre,2013,2013-07-19,2013-07-24,2,1,Télévision générale,Canadienne,14,6
20427,Talk of the Fest,,2013,2013-07-22,2013-07-26,4,0,Télévision générale,Canadienne,14,6
20428,Funny as Hell,Adam and Dave,2013,2013-07-17,2013-07-28,10,0,Télévision générale,Canadienne,14,6
20429,Carte Blanche,Sophie Goyette,2013,2013-07-11,2013-07-12,1,0,Court métrage,Canadienne,16,6
20430,Le Relampeur,Martin Talbot,2013,2013-07-15,2013-08-22,26,0,Long métrage,Canadienne,11,6
20431,Ces gars là,Simon Olivier Fecteau,2013,2013-07-21,2013-09-10,28,0,Télévision générale,Canadienne,14,6
20432,Trauma V,François Gingras,2013,2013-07-17,2013-11-04,50,1,Télévision générale,Canadienne,14,6
20433,Oka,Emmanuel Hoss Desmarais,2013,2013-07-17,2013-07-19,1,0,Message publicitaire,Canadienne,15,6
20434,Being Human IV (BH4),"Paolo Barzman, Jeff Renfroe, Stephan Pleszczynski",2013,2013-07-15,2013-12-09,90,0,Série télévisée,Canadienne,13,6
20435,Catalogue Mode,Leda St-Jacques,2013,2013-07-16,2013-07-16,1,1,Photographie,Canadienne,18,6
20436,Les Étoiles de mes toiles,Gabriel Marian Oséciuc,2013,2013-07-27,2013-07-27,1,0,Vidéo,Canadienne,17,6
20437,Capital One,Jean-Michel Ravon,2013,2013-08-05,2013-08-07,3,1,Message publicitaire,Canadienne,15,6
20439,Éduc'alcool - Limites,John Londeno,2013,2013-07-18,2013-07-19,2,1,Photographie,Canadienne,18,6
20440,Reitmans,Jonathan Bensimon,2013,2013-07-24,2013-07-26,3,0,Message publicitaire,À déterminer,15,1
20441,BMO,Alexis Durand,2013,2013-07-21,2013-07-22,2,1,Message publicitaire,Canadienne,15,6
20443,Lotto-Max (Photo shoot),Yvan Grbovic,2013,2013-07-19,2013-07-19,1,0,Message publicitaire,Canadienne,15,6
20446,Michaëlle en sacrament,Hervé Baillargeon,2013,2013-07-24,2013-07-28,5,0,Télévision générale,Canadienne,14,6
20450,Pensées soleil,,2013,2013-07-24,2013-07-24,0,0,Vidéo,À déterminer,17,1
20451,REITMANS,JONATHAN BENSIMON,2013,2013-07-24,2013-07-26,3,0,Message publicitaire,Canadienne,15,6
20452,Fondation Chagnon,J-F Asselin,2013,2013-10-19,2013-10-19,1,0,Message publicitaire,Canadienne,15,6
20453,HELIX,DIVERS,2013,2013-07-29,2013-12-15,94,0,Série télévisée,Etrangère,13,7
20454,DIVERS,DIVERS,2013,2013-07-30,2013-12-31,0,0,Message publicitaire,Canadienne,15,6
20455,MOORES,GREG WILSON,2013,2013-07-30,2013-08-01,3,2,Message publicitaire,Canadienne,15,6
20456,COCA-COLA,OLIVIER STAUB,2013,2013-07-30,2013-07-30,1,0,Message publicitaire,À déterminer,15,1
20457,Nissan Le Banquier,Claude Brie,2013,2013-07-29,2013-07-29,0,0,Message publicitaire,Canadienne,15,6
20458,Random Recipe,,2013,2013-07-30,2013-07-31,0,0,Vidéo,Canadienne,17,6
20459,Every Thing Will Be Fine,Wim Wenders,2013,2013-08-13,2014-01-24,35,0,Long métrage,Coproduction,11,8
20460,Douce amère,Adam Kosh,2013,2013-08-02,2013-08-04,2,0,Court métrage,Canadienne,16,6
20461,30 Vies IV,"François Bouvier, Danièle Méthot, Louis Bolduc",2013,2013-01-01,2013-12-31,75,0,Télévision générale,Canadienne,14,6
20462,Petite pomme,Marjorie Langevin,2013,2013-08-02,2013-08-04,3,0,Court métrage,Canadienne,16,6
20463,Coca-cola,Jean-Marc Piché,2013,2013-08-03,2013-08-05,0,0,Message publicitaire,Canadienne,15,6
20464,Weight Watcher's,Charles-Éric Savard,2013,2013-08-05,2013-08-06,2,0,Message publicitaire,Canadienne,15,6
20465,Science ou fiction IV,Jean Pascal Morneau,2013,2013-08-12,2013-11-30,28,0,Télévision générale,Canadienne,14,6
20466,DIVERS PUBLICITÉ,Divers,2013,2013-08-01,2013-12-01,0,0,Vidéo,Canadienne,17,6
20467,Publicité FestiFilm,Steve Simard,2013,2013-08-06,2013-08-09,0,0,Vidéo,Canadienne,17,6
20468,MOORES,MARTIN LAPORTE,2013,2013-08-02,2013-08-02,1,1,Photographie,Canadienne,18,6
20469,Republik Basket,Will Prospère,2013,2013-08-03,2013-08-05,2,0,Documentaire,Canadienne,22,6
20470,Feed the devil,Maxim Perrier,2013,2013-08-04,2013-08-30,20,0,Long métrage,Canadienne,11,6
20471,Vidéos promotionnelles,,2013,2013-08-03,2013-12-31,0,0,Vidéo,À déterminer,17,1
20472,Vidéos promotionnelles Sommet des coopératives,Hugo Gendron,2013,2013-08-03,2013-08-04,2,0,Vidéo,Canadienne,17,6
20473,Marie-Denise Pelletier,Mélanie Charbonneau,2013,2013-08-02,2013-08-04,0,0,Vidéo,Canadienne,17,6
20474,VIDEOTRON,LOUIS-PHILIPPE HÉNAULT,2013,2013-08-06,2013-08-08,3,0,Message publicitaire,Canadienne,15,6
20475,TIM HORTONS BAGEL,PATRICE SAUVÉ,2013,2013-08-13,2013-08-15,1,0,Message publicitaire,Canadienne,15,6
20476,Love is what you make it,Iouri Philippe Paillé,2013,2013-08-06,2013-08-06,1,0,Vidéo,Canadienne,17,6
20477,HYUNDAI,JEAN-MARC PICHÉ,2013,2013-08-06,2013-08-07,1,0,Message publicitaire,Canadienne,15,6
20478,DIVERS,,2013,2013-08-08,2013-12-31,0,0,Message publicitaire,Canadienne,15,6
20479,BAGEL SHOP,DOMINIC JAMES,2013,2013-08-08,2013-08-11,2,2,Message publicitaire,Canadienne,15,6
20480,Testeurs III,Marc-André Chabot,2013,2013-01-01,2013-12-31,13,0,Télévision générale,Canadienne,14,6
20481,Apollo music store,Franck Blaess,2013,2013-08-14,2013-08-14,1,0,Photographie,Canadienne,18,6
20482,Les sceaux d'Utrecht,Paul Bossé,2013,2013-08-07,2013-08-09,3,0,Télévision générale,Canadienne,14,6
20483,Occupation double 10,"Mélanie Moisan, Ralph Arida, etc.",2013,2013-07-20,2013-11-30,15,0,Télévision générale,Canadienne,14,6
20484,VOIR TÉLÉ | SAISON 5,PATRICIA BEAULIEU,2013,2013-08-05,2014-04-28,87,0,Télévision générale,Canadienne,14,6
20485,St-Hubert,O. Ménard,2013,2013-08-07,2013-08-08,1,0,Message publicitaire,Canadienne,15,6
20486,Les Nerdz 2013-14,Mariane McGraw,2013,2013-07-29,2013-12-31,29,0,Télévision générale,Canadienne,14,6
20487,VIDÉOCLIPS,,2013,2013-08-08,2013-12-31,0,0,Vidéo,Canadienne,17,6
20488,Misteur Valaire Don't Get Là,Nicolas Davenel,2013,2013-08-20,2013-08-21,1,0,Vidéo,Canadienne,17,6
20489,Brault et Martineau,Jean-Marc Piché,2013,2013-08-13,2013-08-13,1,0,Message publicitaire,Canadienne,15,6
20490,TOYOTA,NICOLAS MONETTE,2013,2013-08-13,2013-08-13,0,0,Message publicitaire,Canadienne,15,6
20491,Festival d'art émergent OUMF,,2013,2013-08-13,2013-08-13,0,0,Film étudiant,Canadienne,19,6
20492,FEMALE,Robin Pineda Gould,2013,2013-08-16,2013-08-16,1,0,Court métrage,Canadienne,16,6
20493,Photographies,Marc Voizard,2013,2013-08-14,2013-12-31,0,0,Photographie,Canadienne,18,6
20494,Automne Hiver 2013,Marc Voizard,2013,2013-08-26,2013-08-28,3,3,Photographie,Canadienne,18,6
20495,EXIT,Carole Laure,2013,2013-09-18,2013-10-20,25,0,Long métrage,Canadienne,11,6
20496,Tourisme Accessible,Michel Julien,2013,2013-08-16,2013-08-16,1,0,Multimédia,Canadienne,20,6
20497,Vidéos,a/d,2013,2013-08-15,2013-12-31,0,0,Vidéo,Canadienne,17,6
20498,Blouse,Angus Borsos,2013,2013-08-17,2013-08-17,1,0,Vidéo,Canadienne,17,6
20499,Bien Plus Qu'un Simple Rêve,Aleck Giguère,2013,2013-08-17,2013-08-18,0,0,Film étudiant,Canadienne,19,6
20500,CPA,Alexis Durand Brault,2013,2013-08-25,2013-08-27,3,0,Message publicitaire,Canadienne,15,6
20501,FQDI,Jonathan Desbiens,2013,2013-08-25,2013-08-31,1,0,Message publicitaire,Canadienne,15,6
20502,Transcanada,Dominique Laurence,2013,2013-08-22,2013-08-22,1,0,Message publicitaire,Canadienne,15,6
20503,Yellow automne-hiver,Pierre Manning,2013,2013-08-23,2013-08-26,4,0,Photographie,Canadienne,18,6
20504,Belle et Bum XI,Daniel Lorain,2013,2013-08-28,2014-03-15,25,0,Télévision générale,Canadienne,14,6
20505,O' saison 3,Frederik D'Amours,2013,2013-08-27,2014-07-31,106,0,Série télévisée,Canadienne,13,6
20506,Métro,Alex Franchie,2013,2013-08-21,2013-08-23,3,0,Message publicitaire,Canadienne,15,6
20507,Loco Locass,Eno,2013,2013-08-24,2013-08-25,1,0,Vidéo,Canadienne,17,6
20508,Social Management in Canada,Derrick Liu,2013,2013-08-25,2013-08-26,2,1,Télévision générale,Etrangère,14,7
20510,Deux hommes en or,Yannick Savard,2013,2013-09-12,2014-03-27,28,0,Télévision générale,Canadienne,14,6
20511,Agharta,Adeline Tahar,2013,2013-08-27,2013-08-29,3,0,Documentaire,Canadienne,22,6
20512,Pain Ste-Méthode,Christian Langlois,2013,2013-08-30,2013-08-30,1,0,Message publicitaire,Canadienne,15,6
20513,Pubs,a/d,2013,2013-08-21,2013-12-31,0,0,Message publicitaire,Canadienne,15,6
20514,Ça commence bien!,"Richard Grenier, Yves Lefevbre",2013,2013-09-01,2013-09-30,249,0,Télévision générale,Canadienne,14,6
20515,Acuvue,Alexandre de Bellefeuille,2013,2013-08-23,2013-08-23,0,1,Message publicitaire,À déterminer,15,1
20516,WALK,Anna Sirorski,2013,2013-08-25,2013-08-31,7,0,Court métrage,Canadienne,16,6
20517,CORBO,Mathieu Denis,2013,2013-09-03,2013-10-11,27,0,Long métrage,Canadienne,11,6
20518,Grey Power,Carl Rustica,2013,2013-08-27,2013-08-27,1,0,Message publicitaire,Canadienne,15,6
20519,Apocalypse Wow,Éric Morin,2013,2013-08-27,2013-08-29,2,0,Vidéo,Canadienne,17,6
20520,DIVERS PHOTOS,DIVERS,2013,2013-08-29,2013-12-31,0,0,Photographie,Canadienne,18,6
20521,19-2 Season 1,"Louis Choquette, Éric Canuel",2013,2013-09-08,2013-12-20,70,0,Série télévisée,Canadienne,13,6
20522,JONATHAN PAINCHAUD - MENTEUR,MYRIAM RIVARD,2013,2013-08-29,2013-08-30,2,0,Vidéo,Canadienne,17,6
20523,RDS 5@7,Hugo Courtemanche,2013,2013-09-04,2013-09-04,1,0,Vidéo,Canadienne,17,6
20524,Adidas,Ben Smith,2013,2013-08-30,2013-08-31,2,0,Message publicitaire,Canadienne,15,6
20525,Mensonges,Sylvain Archambault,2013,2013-09-04,2013-12-03,52,0,Télévision générale,Canadienne,14,6
20526,Nadya Toto,,2013,2013-08-29,2013-08-29,1,1,Photographie,Canadienne,18,6
