NO_ID_PRO,TITRE_PRODUCTION,REALISATEUR,ANNEE_PROD,PERIODE_DE,PERIODE_AU,NB_JOURTOURNAGEMONTREAL,NB_JOURTOURNAGEVIEUXMONTREAL,NOM_TYPEPRODUCTION,NOM_PROVENANCE,NO_TYPEPRODUCTION,NO_PROVENANCE
4717,LES GRANDS CHANTIERS QUI ONT FAIT LE QUÉBEC,Ivan Lamontagne,2004,2004-11-01,2005-05-01,60,0,Télévision générale,Canadienne,14,6
4718,ANTOINE GRATTON,Martin Fournier,2004,2004-11-03,2004-11-03,1,0,Vidéo,Canadienne,17,6
4720,MSSS,Nicolas Monette,2004,2004-11-08,2004-11-08,1,0,Message publicitaire,Canadienne,15,6
4721,DIVERS PHOTOGRAPHIE,DIVERS PHOTOGRAPHES,2004,2004-11-02,2004-12-31,0,0,Photographie,Canadienne,18,6
4725,MC DONALD'S,JEAN NICHOLS,2004,2004-11-04,2004-11-05,2,0,Photographie,Canadienne,18,6
4726,KINGdEAd,Kyle Thomas,2004,2004-11-10,2004-11-15,6,0,Film étudiant,Canadienne,19,6
4727,THE FOUNTAIN,Darren Aronofsky,2004,2004-11-15,2005-02-18,60,58,Long métrage,Etrangère,11,7
4728,PEPSI,EMMANUEL Hoss-Desmarais,2004,2004-11-09,2004-11-09,1,0,Message publicitaire,Canadienne,15,6
4729,BÉLUGA,Louis-Philippe Eno,2004,2004-11-05,2004-11-05,1,0,Vidéo,Canadienne,17,6
4731,LE MONDE EST SEXE,Jacques Des Pins,2004,2004-10-02,2004-05-01,30,0,Télévision générale,Canadienne,14,6
4732,DIVERS VIDÉOCLIPS,DIVERS,2004,2004-11-05,2004-12-31,0,0,Vidéo,Canadienne,17,6
4735,J'AI UN BOUTON SUR LE BOUT DE LA LANGUE,Étienne Deslières,2004,2004-11-13,2004-11-14,2,0,Vidéo,Canadienne,17,6
4736,Gage,Jean-François Pilon,2004,2004-11-07,2004-11-07,2,0,Vidéo,Canadienne,17,6
4737,divers vidéo,différent à chaque projet,2004,2004-11-08,2004-12-31,0,0,Vidéo,À déterminer,17,1
4738,DON JUAN - CHANGER,Fabrice Begotti,2004,2004-11-11,2004-11-11,1,1,Vidéo,Etrangère,17,7
4739,RÉALITÉ,Sylvain Girard,2004,2004-11-13,2004-11-14,2,0,Court métrage,Canadienne,16,6
4741,ÉTATS HUMAINS,Jean-Philippe Duval,2004,2004-11-22,2004-12-23,32,0,Télévision générale,Canadienne,14,6
4746,LIES AND DECEPTION (Jean's fate),Louis Bélanger,2004,2004-11-10,2004-12-17,15,0,Long métrage,Canadienne,11,6
4748,POM,Guillaume De Fontenay,2004,2004-11-17,2004-11-18,2,0,Message publicitaire,Canadienne,15,6
4756,DÉCORE TA VIE,Martin Dupont,2004,2004-11-26,2004-11-26,1,0,Télévision générale,Canadienne,14,6
4757,7 courts-métrage de 5 minutes,divers,2004,2004-11-15,2004-12-31,0,0,Film étudiant,Canadienne,19,6
4758,Les Cowboys Fringuants (La reine),Daniel Grenier,2004,2004-11-17,2004-11-17,1,0,Vidéo,Canadienne,17,6
4759,DIVERS PHOTOGRAPHIE,Divers photographes,2004,2004-11-16,2004-12-31,0,0,Photographie,Canadienne,18,6
4760,Ne m'attends pas,Patrick Gazé,2004,2004-11-18,2004-11-18,1,0,Vidéo,Canadienne,17,6
4761,SALON DE L'AUTO,Photographe: Carlo Harrietha,2004,2004-11-11,2004-11-11,1,0,Photographie,Canadienne,18,6
4762,DIVERS PHOTOS,Valerie Simmons,2004,2004-11-16,2004-12-31,0,0,Photographie,Canadienne,18,6
4763,CANADIAN OPERA COMPANY,Valerie Simmons,2004,2004-11-22,2004-11-22,1,0,Photographie,Canadienne,18,6
